drugName,condition,review,rating,usefulCount
Paracetamol,Insomnia,<p>This medication improved my Insomnia a lot</p>,8,73
Lisinopril,Acne,"good results for Acne, will continue using.",7,38
Omeprazole,Diabetes,<p>This medication improved my Diabetes a lot</p>,7,97
Gabapentin,Insomnia,<p>This medication improved my Insomnia a lot</p>,7,67
Fluoxetine,Hypertension,"good results for Hypertension, will continue using.",9,89
Fluoxetine,Infection,<p>This medication improved my Infection a lot</p>,8,96
Lisinopril,Arthritis,I had headaches & nausea while taking this for Arthritis.,6,82
Lisinopril,Anxiety,THIS DRUG worked GREAT for my Anxiety!!!,8,13
Prednisone,Hypertension,Waste of money for Hypertension treatment...,1,59
Fluoxetine,Infection,Terrible experience!! didn't help my Infection at all.,2,15
Amlodipine,Back Pain,,3,14
Ibuprofen,Asthma,Terrible experience!! didn't help my Asthma at all.,6,31
Prednisone,,not effective for my Migraine :(,2,55
Ibuprofen,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,9,40
Amlodipine,Back Pain,<p>This medication improved my Back Pain a lot</p>,8,81
Prednisone,Diabetes,Doctor prescribed this for Diabetes and it actually helped :),8,28
Sertraline,Migraine,I had headaches & nausea while taking this for Migraine.,4,27
Gabapentin,Diabetes,"good results for Diabetes, will continue using.",7,20
Ibuprofen,Asthma,,6,72
Amoxicillin,GERD,not effective for my GERD :(,5,23
Gabapentin,Migraine,Terrible experience!! didn't help my Migraine at all.,5,98
Ibuprofen,Allergy,<div>Side effects were bad when I used this for Allergy</div>,5,68
Lisinopril,,Doctor prescribed this for Infection and it actually helped :),10,56
Atorvastatin,Back Pain,"good results for Back Pain, will continue using.",8,13
Atorvastatin,Asthma,Terrible experience!! didn't help my Asthma at all.,5,90
Sertraline,Hypertension,THIS DRUG worked GREAT for my Hypertension!!!,8,98
Lisinopril,Insomnia,<div>Side effects were bad when I used this for Insomnia</div>,5,75
Doxycycline,Acne,<div>Side effects were bad when I used this for Acne</div>,3,56
Ibuprofen,Acne,I feel much better now after using this medicine for Acne.,8,95
Fluoxetine,Diabetes,<p>This medication improved my Diabetes a lot</p>,10,96
Ibuprofen,Arthritis,<p>This medication improved my Arthritis a lot</p>,7,37
Lisinopril,Arthritis,Terrible experience!! didn't help my Arthritis at all.,3,86
Lisinopril,Depression,I had headaches & nausea while taking this for Depression.,6,14
Metformin,Insomnia,Terrible experience!! didn't help my Insomnia at all.,1,54
Amlodipine,Acne,THIS DRUG worked GREAT for my Acne!!!,8,37
Omeprazole,Allergy,Terrible experience!! didn't help my Allergy at all.,6,42
Fluoxetine,Back Pain,<div>Side effects were bad when I used this for Back Pain</div>,5,30
Sertraline,Asthma,,6,1
Azithromycin,Anxiety,Terrible experience!! didn't help my Anxiety at all.,4,38
Metformin,Anxiety,"good results for Anxiety, will continue using.",7,62
Amoxicillin,Diabetes,Waste of money for Diabetes treatment...,1,30
Doxycycline,Migraine,I feel much better now after using this medicine for Migraine.,7,13
Metformin,,THIS DRUG worked GREAT for my GERD!!!,9,54
Prednisone,Migraine,I feel much better now after using this medicine for Migraine.,10,14
Amoxicillin,Allergy,I had headaches & nausea while taking this for Allergy.,1,30
Gabapentin,Depression,I feel much better now after using this medicine for Depression.,9,9
Amoxicillin,Hypertension,not effective for my Hypertension :(,4,41
Fluoxetine,Allergy,Terrible experience!! didn't help my Allergy at all.,3,88
Omeprazole,Hypertension,<p>This medication improved my Hypertension a lot</p>,10,66
Azithromycin,Anxiety,I feel much better now after using this medicine for Anxiety.,10,94
Paracetamol,Acne,Doctor prescribed this for Acne and it actually helped :),7,49
Ciprofloxacin,Allergy,Waste of money for Allergy treatment...,6,69
Amoxicillin,Anxiety,Waste of money for Anxiety treatment...,5,39
Ciprofloxacin,Depression,<p>This medication improved my Depression a lot</p>,9,90
Doxycycline,Allergy,"good results for Allergy, will continue using.",8,16
Doxycycline,Allergy,Waste of money for Allergy treatment...,3,82
Atorvastatin,Migraine,<div>Side effects were bad when I used this for Migraine</div>,4,23
Prednisone,Insomnia,I feel much better now after using this medicine for Insomnia.,10,64
Fluoxetine,GERD,"good results for GERD, will continue using.",7,85
Omeprazole,Asthma,THIS DRUG worked GREAT for my Asthma!!!,10,40
Omeprazole,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,10,58
Ciprofloxacin,Back Pain,<p>This medication improved my Back Pain a lot</p>,10,73
Lisinopril,GERD,Doctor prescribed this for GERD and it actually helped :),7,82
Ibuprofen,GERD,Doctor prescribed this for GERD and it actually helped :),10,69
Gabapentin,Depression,Waste of money for Depression treatment...,6,19
Azithromycin,GERD,Doctor prescribed this for GERD and it actually helped :),7,52
Amoxicillin,Insomnia,,8,89
Sertraline,Asthma,not effective for my Asthma :(,4,31
Ibuprofen,Migraine,<div>Side effects were bad when I used this for Migraine</div>,5,86
Ibuprofen,Diabetes,THIS DRUG worked GREAT for my Diabetes!!!,10,59
Fluoxetine,Arthritis,I feel much better now after using this medicine for Arthritis.,10,73
Gabapentin,,<div>Side effects were bad when I used this for Depression</div>,5,64
Lisinopril,Migraine,not effective for my Migraine :(,6,56
Sertraline,Infection,Terrible experience!! didn't help my Infection at all.,4,0
Sertraline,GERD,<div>Side effects were bad when I used this for GERD</div>,2,83
Sertraline,Back Pain,,4,20
Paracetamol,GERD,I feel much better now after using this medicine for GERD.,10,13
Doxycycline,,Terrible experience!! didn't help my Allergy at all.,5,38
Amlodipine,Depression,<div>Side effects were bad when I used this for Depression</div>,5,83
Metformin,Back Pain,I feel much better now after using this medicine for Back Pain.,9,20
Omeprazole,Anxiety,<p>This medication improved my Anxiety a lot</p>,9,98
Amlodipine,GERD,not effective for my GERD :(,1,62
Metformin,Insomnia,THIS DRUG worked GREAT for my Insomnia!!!,7,8
Amoxicillin,Depression,I had headaches & nausea while taking this for Depression.,5,57
Prednisone,Back Pain,Doctor prescribed this for Back Pain and it actually helped :),8,77
Ibuprofen,Migraine,"good results for Migraine, will continue using.",7,82
Doxycycline,Migraine,<div>Side effects were bad when I used this for Migraine</div>,3,39
Atorvastatin,,"good results for Arthritis, will continue using.",10,90
Azithromycin,Hypertension,not effective for my Hypertension :(,4,84
Sertraline,Acne,I had headaches & nausea while taking this for Acne.,2,82
Doxycycline,Migraine,<div>Side effects were bad when I used this for Migraine</div>,2,88
Amlodipine,Arthritis,I feel much better now after using this medicine for Arthritis.,7,19
Metformin,Infection,<p>This medication improved my Infection a lot</p>,7,26
Doxycycline,Hypertension,Doctor prescribed this for Hypertension and it actually helped :),8,43
Paracetamol,Insomnia,not effective for my Insomnia :(,1,84
Azithromycin,Asthma,THIS DRUG worked GREAT for my Asthma!!!,10,61
Metformin,Infection,Terrible experience!! didn't help my Infection at all.,1,94
Doxycycline,Insomnia,<div>Side effects were bad when I used this for Insomnia</div>,1,76
Prednisone,Diabetes,Waste of money for Diabetes treatment...,3,82
Omeprazole,Insomnia,Doctor prescribed this for Insomnia and it actually helped :),9,40
Amoxicillin,Arthritis,Terrible experience!! didn't help my Arthritis at all.,1,71
Ibuprofen,Arthritis,Doctor prescribed this for Arthritis and it actually helped :),7,18
Ibuprofen,Infection,<p>This medication improved my Infection a lot</p>,8,31
Ciprofloxacin,Asthma,I had headaches & nausea while taking this for Asthma.,2,13
Doxycycline,Depression,Doctor prescribed this for Depression and it actually helped :),9,85
Amlodipine,GERD,I feel much better now after using this medicine for GERD.,9,64
Doxycycline,Asthma,Waste of money for Asthma treatment...,6,95
Amoxicillin,Arthritis,<div>Side effects were bad when I used this for Arthritis</div>,4,54
Paracetamol,Depression,Waste of money for Depression treatment...,6,87
Ibuprofen,Hypertension,I feel much better now after using this medicine for Hypertension.,10,50
Prednisone,Arthritis,I had headaches & nausea while taking this for Arthritis.,4,84
Prednisone,Allergy,THIS DRUG worked GREAT for my Allergy!!!,9,61
Atorvastatin,Arthritis,I feel much better now after using this medicine for Arthritis.,7,3
Omeprazole,Back Pain,Waste of money for Back Pain treatment...,1,56
Lisinopril,Insomnia,<p>This medication improved my Insomnia a lot</p>,9,94
Metformin,Infection,Terrible experience!! didn't help my Infection at all.,3,91
Sertraline,Asthma,"good results for Asthma, will continue using.",8,66
Sertraline,Hypertension,not effective for my Hypertension :(,5,77
Prednisone,Acne,not effective for my Acne :(,1,59
Doxycycline,Infection,not effective for my Infection :(,3,30
Lisinopril,Anxiety,I had headaches & nausea while taking this for Anxiety.,4,25
Ibuprofen,Anxiety,<div>Side effects were bad when I used this for Anxiety</div>,1,45
Prednisone,Acne,Terrible experience!! didn't help my Acne at all.,6,45
Amlodipine,Acne,"good results for Acne, will continue using.",10,73
Amoxicillin,Insomnia,I feel much better now after using this medicine for Insomnia.,9,92
Ciprofloxacin,Acne,<p>This medication improved my Acne a lot</p>,9,67
Amoxicillin,Depression,I had headaches & nausea while taking this for Depression.,4,83
Amoxicillin,Diabetes,,7,26
Atorvastatin,Asthma,I had headaches & nausea while taking this for Asthma.,1,99
Omeprazole,Insomnia,THIS DRUG worked GREAT for my Insomnia!!!,9,98
Doxycycline,Allergy,Terrible experience!! didn't help my Allergy at all.,4,74
Amoxicillin,Anxiety,not effective for my Anxiety :(,1,0
Atorvastatin,Acne,<div>Side effects were bad when I used this for Acne</div>,2,75
Omeprazole,Anxiety,<div>Side effects were bad when I used this for Anxiety</div>,6,89
Gabapentin,Acne,I had headaches & nausea while taking this for Acne.,1,74
Atorvastatin,,<div>Side effects were bad when I used this for Asthma</div>,1,36
Lisinopril,Acne,Doctor prescribed this for Acne and it actually helped :),8,41
Omeprazole,Infection,THIS DRUG worked GREAT for my Infection!!!,7,17
Ibuprofen,Diabetes,I had headaches & nausea while taking this for Diabetes.,3,47
Prednisone,GERD,THIS DRUG worked GREAT for my GERD!!!,7,34
Metformin,Infection,THIS DRUG worked GREAT for my Infection!!!,8,84
Amlodipine,Infection,THIS DRUG worked GREAT for my Infection!!!,9,14
Gabapentin,Allergy,not effective for my Allergy :(,6,80
Amoxicillin,Allergy,I feel much better now after using this medicine for Allergy.,10,92
Doxycycline,Anxiety,Terrible experience!! didn't help my Anxiety at all.,3,20
Gabapentin,Infection,THIS DRUG worked GREAT for my Infection!!!,7,44
Fluoxetine,Allergy,Waste of money for Allergy treatment...,1,43
Fluoxetine,GERD,Doctor prescribed this for GERD and it actually helped :),10,5
Ciprofloxacin,Hypertension,THIS DRUG worked GREAT for my Hypertension!!!,10,16
Atorvastatin,Back Pain,Terrible experience!! didn't help my Back Pain at all.,5,49
Ibuprofen,Asthma,Doctor prescribed this for Asthma and it actually helped :),8,77
Amoxicillin,Arthritis,,1,38
Sertraline,Acne,<p>This medication improved my Acne a lot</p>,7,67
Amlodipine,GERD,<div>Side effects were bad when I used this for GERD</div>,5,86
Lisinopril,GERD,,6,18
Sertraline,Arthritis,Waste of money for Arthritis treatment...,1,75
Gabapentin,Allergy,Doctor prescribed this for Allergy and it actually helped :),9,41
Paracetamol,,THIS DRUG worked GREAT for my GERD!!!,9,57
Amoxicillin,Hypertension,I had headaches & nausea while taking this for Hypertension.,5,39
Amlodipine,Hypertension,Terrible experience!! didn't help my Hypertension at all.,1,53
Prednisone,Anxiety,<p>This medication improved my Anxiety a lot</p>,7,54
Gabapentin,Diabetes,not effective for my Diabetes :(,6,58
Fluoxetine,Insomnia,Doctor prescribed this for Insomnia and it actually helped :),7,82
Fluoxetine,Depression,Waste of money for Depression treatment...,4,87
Amoxicillin,Infection,I feel much better now after using this medicine for Infection.,10,17
Amlodipine,Acne,<p>This medication improved my Acne a lot</p>,7,16
Lisinopril,Asthma,"good results for Asthma, will continue using.",10,38
Fluoxetine,Diabetes,THIS DRUG worked GREAT for my Diabetes!!!,9,76
Fluoxetine,Hypertension,Doctor prescribed this for Hypertension and it actually helped :),8,52
Ciprofloxacin,Insomnia,<p>This medication improved my Insomnia a lot</p>,8,68
Sertraline,Anxiety,I feel much better now after using this medicine for Anxiety.,8,30
Doxycycline,GERD,Terrible experience!! didn't help my GERD at all.,4,20
Atorvastatin,Arthritis,I feel much better now after using this medicine for Arthritis.,10,40
Metformin,GERD,I feel much better now after using this medicine for GERD.,8,57
Paracetamol,Anxiety,Waste of money for Anxiety treatment...,1,36
Metformin,Arthritis,I feel much better now after using this medicine for Arthritis.,9,9
Gabapentin,Depression,<div>Side effects were bad when I used this for Depression</div>,1,25
Amoxicillin,Migraine,<div>Side effects were bad when I used this for Migraine</div>,2,90
Amlodipine,Asthma,<div>Side effects were bad when I used this for Asthma</div>,2,85
Paracetamol,Asthma,not effective for my Asthma :(,6,5
Amlodipine,Insomnia,,9,4
Atorvastatin,Back Pain,<p>This medication improved my Back Pain a lot</p>,9,55
Doxycycline,Insomnia,not effective for my Insomnia :(,4,40
Ciprofloxacin,Acne,THIS DRUG worked GREAT for my Acne!!!,8,24
Fluoxetine,Arthritis,THIS DRUG worked GREAT for my Arthritis!!!,9,1
Ibuprofen,,I had headaches & nausea while taking this for GERD.,5,6
Atorvastatin,Arthritis,Waste of money for Arthritis treatment...,5,92
Amlodipine,,Terrible experience!! didn't help my Acne at all.,2,1
Azithromycin,GERD,I had headaches & nausea while taking this for GERD.,6,47
Paracetamol,,I had headaches & nausea while taking this for Infection.,4,12
Atorvastatin,Anxiety,<p>This medication improved my Anxiety a lot</p>,7,20
Ciprofloxacin,,I feel much better now after using this medicine for Acne.,8,58
Ciprofloxacin,Depression,<p>This medication improved my Depression a lot</p>,8,86
Lisinopril,Anxiety,"good results for Anxiety, will continue using.",10,29
Azithromycin,Back Pain,not effective for my Back Pain :(,4,23
Metformin,Infection,THIS DRUG worked GREAT for my Infection!!!,10,55
Omeprazole,Acne,not effective for my Acne :(,2,17
Fluoxetine,GERD,"good results for GERD, will continue using.",8,54
Sertraline,Acne,,10,9
Fluoxetine,Arthritis,"good results for Arthritis, will continue using.",7,29
Gabapentin,GERD,not effective for my GERD :(,5,1
Omeprazole,Infection,I feel much better now after using this medicine for Infection.,10,57
